"","Iplant_Double","Month","Year","Transect_R","Hummingbird","Camera","Day","Bird","Plant","Yobs","DateP","ID","Elev","Traitmatch","Flowers","Month.a","jBird","jPlant","jCamera"
"980","Guzmania jaramilloi",8,"2013","1900_2100","Green-crowned Brilliant","287",1,10,76,0,"2013-08-11","FL098",NA,0.866,0.000856916857092635,"Aug",9,20,287
"981","Guzmania jaramilloi",8,"2013","1900_2100","Fawn-breasted Brilliant","287",2,12,76,0,"2013-08-12","FL098",NA,0.975,0.000856916857092635,"Aug",7,20,287
"982","Guzmania jaramilloi",8,"2013","1900_2100","Fawn-breasted Brilliant","287",1,12,76,0,"2013-08-11","FL098",NA,0.975,0.000856916857092635,"Aug",7,20,287
"983","Guzmania jaramilloi",8,"2013","1900_2100","Wedge-billed Hummingbird","287",1,6,76,0,"2013-08-11","FL098",NA,1.653,0.000856916857092635,"Aug",17,20,287
"984","Guzmania jaramilloi",8,"2013","1900_2100","Tawny-bellied Hermit","287",1,11,76,0,"2013-08-11","FL098",NA,1.02,0.000856916857092635,"Aug",15,20,287
"985","Guzmania jaramilloi",8,"2013","1900_2100","Booted Racket-tail","287",1,8,76,1,"2013-08-11","FL098",1940,1.752,0.000856916857092635,"Aug",2,20,287
"986","Guzmania jaramilloi",8,"2013","1900_2100","Wedge-billed Hummingbird","287",2,6,76,0,"2013-08-12","FL098",NA,1.653,0.000856916857092635,"Aug",17,20,287
"987","Guzmania jaramilloi",11,"2013","1700_1900","Brown Inca","301",1,13,76,3,"2013-11-30","NF016",1726,0.313,0,NA,3,20,301
"988","Guzmania jaramilloi",11,"2013","1700_1900","Booted Racket-tail","301",1,8,76,0,"2013-11-30","NF016",NA,1.752,0,NA,2,20,301
"989","Guzmania jaramilloi",11,"2013","1700_1900","Green-crowned Brilliant","301",1,10,76,0,"2013-11-30","NF016",NA,0.866,0,NA,9,20,301
"990","Guzmania jaramilloi",11,"2013","1700_1900","Purple-bibbed Whitetip","301",1,7,76,0,"2013-11-30","NF016",NA,1.113,0,NA,12,20,301
"991","Guzmania jaramilloi",11,"2013","1700_1900","Wedge-billed Hummingbird","301",1,6,76,0,"2013-11-30","NF016",NA,1.653,0,NA,17,20,301
"992","Guzmania jaramilloi",11,"2013","1700_1900","Tawny-bellied Hermit","301",1,11,76,0,"2013-11-30","NF016",NA,1.02,0,NA,15,20,301
"993","Guzmania jaramilloi",11,"2013","1700_1900","Violet-tailed Sylph","301",1,14,76,4,"2013-11-30","NF016",1726,1.42,0,NA,16,20,301
"994","Guzmania jaramilloi",11,"2013","2100_2300","Violet-tailed Sylph","204",1,14,76,1,"2013-11-06","FH802",2120,1.42,0,NA,16,20,204
"995","Guzmania jaramilloi",11,"2013","2100_2300","Green-fronted Lancebill","204",1,15,76,0,"2013-11-06","FH802",NA,0.216,0,NA,10,20,204
"996","Guzmania jaramilloi",11,"2013","2100_2300","Tawny-bellied Hermit","204",1,11,76,0,"2013-11-06","FH802",NA,1.02,0,NA,15,20,204
"997","Guzmania jaramilloi",12,"2013","1700_1900","Purple-bibbed Whitetip","301",2,7,76,0,"2013-12-01","NF016",NA,1.113,0.00219722271049394,"Dec",12,20,301
"998","Guzmania jaramilloi",12,"2013","1700_1900","Booted Racket-tail","301",2,8,76,0,"2013-12-01","NF016",NA,1.752,0.00219722271049394,"Dec",2,20,301
"999","Guzmania jaramilloi",12,"2013","1700_1900","Tawny-bellied Hermit","301",2,11,76,0,"2013-12-01","NF016",NA,1.02,0.00219722271049394,"Dec",15,20,301
"1000","Guzmania jaramilloi",12,"2013","1700_1900","Brown Inca","301",2,13,76,0,"2013-12-01","NF016",NA,0.313,0.00219722271049394,"Dec",3,20,301
"1001","Guzmania jaramilloi",12,"2013","1700_1900","Wedge-billed Hummingbird","301",2,6,76,0,"2013-12-01","NF016",NA,1.653,0.00219722271049394,"Dec",17,20,301
"1002","Guzmania jaramilloi",12,"2013","1700_1900","Green-crowned Brilliant","301",2,10,76,2,"2013-12-01","NF016",1726,0.866,0.00219722271049394,"Dec",9,20,301
"1003","Guzmania jaramilloi",12,"2013","1700_1900","Violet-tailed Sylph","301",2,14,76,1,"2013-12-01","NF016",1726,1.42,0.00219722271049394,"Dec",16,20,301
"1004","Guzmania jaramilloi",12,"2014","1900_2100","Green-crowned Brilliant","34",1,10,76,0,"2014-12-02","FH1209",NA,0.866,0.00186763930391985,"Dec",9,20,34
"1005","Guzmania jaramilloi",12,"2014","1900_2100","Brown Inca","169",1,13,76,0,"2014-12-02","FH629",NA,0.313,0.00186763930391985,"Dec",3,20,169
"1006","Guzmania jaramilloi",12,"2014","1900_2100","Violet-tailed Sylph","169",1,14,76,1,"2014-12-02","FH629",1970,1.42,0.00186763930391985,"Dec",16,20,169
"1007","Guzmania jaramilloi",12,"2014","1900_2100","Tawny-bellied Hermit","169",1,11,76,0,"2014-12-02","FH629",NA,1.02,0.00186763930391985,"Dec",15,20,169
"1008","Guzmania jaramilloi",12,"2014","1900_2100","Tawny-bellied Hermit","34",1,11,76,1,"2014-12-02","FH1209",2000,1.02,0.00186763930391985,"Dec",15,20,34
"1009","Guzmania jaramilloi",12,"2014","1900_2100","Green-crowned Brilliant","169",1,10,76,0,"2014-12-02","FH629",NA,0.866,0.00186763930391985,"Dec",9,20,169
"1010","Guzmania jaramilloi",12,"2014","1900_2100","Violet-tailed Sylph","34",1,14,76,2,"2014-12-02","FH1209",2000,1.42,0.00186763930391985,"Dec",16,20,34
"1011","Heliconia burleana",6,"2013","1900_2100","Tawny-bellied Hermit","242",1,11,80,3,"2013-06-15","FL026",2020,0.752,0.00175777816839515,"Jun",15,21,242
"1012","Heliconia burleana",6,"2013","1900_2100","Green-crowned Brilliant","242",2,10,80,0,"2013-06-16","FL026",NA,1.135,0.00175777816839515,"Jun",9,21,242
"1013","Heliconia burleana",6,"2013","1900_2100","Tawny-bellied Hermit","242",2,11,80,1,"2013-06-16","FL026",2020,0.752,0.00175777816839515,"Jun",15,21,242
"1014","Heliconia burleana",6,"2013","1900_2100","Brown Inca","242",2,13,80,0,"2013-06-16","FL026",NA,0.045,0.00175777816839515,"Jun",3,21,242
"1015","Heliconia burleana",6,"2013","1900_2100","Brown Inca","242",1,13,80,1,"2013-06-15","FL026",2020,0.045,0.00175777816839515,"Jun",3,21,242
"1016","Heliconia burleana",6,"2013","1900_2100","Green-crowned Brilliant","242",1,10,80,0,"2013-06-15","FL026",NA,1.135,0.00175777816839515,"Jun",9,21,242
"1017","Heliconia burleana",6,"2013","1900_2100","Violet-tailed Sylph","242",2,14,80,0,"2013-06-16","FL026",NA,1.688,0.00175777816839515,"Jun",16,21,242
"1018","Heliconia burleana",6,"2013","1900_2100","Violet-tailed Sylph","242",1,14,80,0,"2013-06-15","FL026",NA,1.688,0.00175777816839515,"Jun",16,21,242
"1019","Heliconia burleana",7,"2013","1300_1500","Purple-bibbed Whitetip","258",1,7,80,0,"2013-07-06","FL054",NA,1.382,0,NA,12,21,258
"1020","Heliconia burleana",7,"2013","1300_1500","Wedge-billed Hummingbird","258",1,6,80,0,"2013-07-06","FL054",NA,1.922,0,NA,17,21,258
"1021","Heliconia burleana",7,"2013","1300_1500","Tawny-bellied Hermit","258",1,11,80,2,"2013-07-06","FL054",1500,0.752,0,NA,15,21,258
"1022","Heliconia burleana",8,"2013","1900_2100","Tawny-bellied Hermit","283",1,11,80,0,"2013-08-02","FL092",NA,0.752,0.00107663912814203,"Aug",15,21,283
"1023","Heliconia burleana",8,"2013","1900_2100","Violet-tailed Sylph","283",1,14,80,0,"2013-08-02","FL092",NA,1.688,0.00107663912814203,"Aug",16,21,283
"1024","Heliconia burleana",8,"2013","1900_2100","Wedge-billed Hummingbird","283",1,6,80,1,"2013-08-02","FL092",2030,1.922,0.00107663912814203,"Aug",17,21,283
"1025","Heliconia burleana",8,"2013","1900_2100","Green-crowned Brilliant","283",1,10,80,0,"2013-08-02","FL092",NA,1.135,0.00107663912814203,"Aug",9,21,283
"1026","Heliconia griggsiana",1,"2014","1300_1500","Stripe-throated Hermit","315",1,4,81,1,"2014-01-25","NF041",1331,2.836,0,NA,14,22,315
"1027","Heliconia griggsiana",1,"2014","1300_1500","White-whiskered Hermit","315",1,3,81,4,"2014-01-25","NF041",1331,0.878,0,NA,18,22,315
"1028","Heliconia griggsiana",1,"2014","1300_1500","Wedge-billed Hummingbird","315",1,6,81,5,"2014-01-25","NF041",1331,3.709,0,NA,17,22,315
"1029","Heliconia griggsiana",9,"2014","1300_1500","Crowned Woodnymph","341",1,2,81,0,"2014-09-30","NF126",NA,3.029,0.000219722271049394,"Sep",6,22,341
"1030","Heliconia griggsiana",9,"2014","1300_1500","Crowned Woodnymph","342",1,2,81,0,"2014-09-21","NF126A",NA,3.029,0.000219722271049394,"Sep",6,22,342
"1031","Heliconia griggsiana",9,"2014","1300_1500","Purple-bibbed Whitetip","343",1,7,81,0,"2014-09-22","NF129",NA,3.168,0.000219722271049394,"Sep",12,22,343
"1032","Heliconia griggsiana",9,"2014","1300_1500","Purple-bibbed Whitetip","343",2,7,81,0,"2014-09-23","NF129",NA,3.168,0.000219722271049394,"Sep",12,22,343
"1033","Heliconia griggsiana",9,"2014","1300_1500","Brown Inca","341",1,13,81,2,"2014-09-30","NF126",1378,1.742,0.000219722271049394,"Sep",3,22,341
"1034","Heliconia griggsiana",9,"2014","1300_1500","Wedge-billed Hummingbird","342",1,6,81,1,"2014-09-21","NF126A",1378,3.709,0.000219722271049394,"Sep",17,22,342
"1035","Heliconia griggsiana",9,"2014","1300_1500","Stripe-throated Hermit","343",1,4,81,1,"2014-09-22","NF129",1445,2.836,0.000219722271049394,"Sep",14,22,343
"1036","Heliconia griggsiana",9,"2014","1300_1500","Tawny-bellied Hermit","342",1,11,81,1,"2014-09-21","NF126A",1378,1.035,0.000219722271049394,"Sep",15,22,342
"1037","Heliconia griggsiana",9,"2014","1300_1500","Brown Inca","342",1,13,81,4,"2014-09-21","NF126A",1378,1.742,0.000219722271049394,"Sep",3,22,342
"1038","Heliconia griggsiana",9,"2014","1300_1500","White-whiskered Hermit","341",1,3,81,2,"2014-09-30","NF126",1378,0.878,0.000219722271049394,"Sep",18,22,341
"1039","Heliconia griggsiana",9,"2014","1300_1500","White-whiskered Hermit","343",1,3,81,2,"2014-09-22","NF129",1445,0.878,0.000219722271049394,"Sep",18,22,343
"1040","Heliconia griggsiana",9,"2014","1300_1500","Stripe-throated Hermit","342",1,4,81,1,"2014-09-21","NF126A",1378,2.836,0.000219722271049394,"Sep",14,22,342
"1041","Heliconia griggsiana",9,"2014","1300_1500","Green-crowned Brilliant","341",1,10,81,1,"2014-09-30","NF126",1378,2.921,0.000219722271049394,"Sep",9,22,341
"1042","Heliconia griggsiana",9,"2014","1300_1500","Wedge-billed Hummingbird","343",1,6,81,0,"2014-09-22","NF129",NA,3.709,0.000219722271049394,"Sep",17,22,343
"1043","Heliconia griggsiana",9,"2014","1300_1500","Andean Emerald","342",1,1,81,4,"2014-09-21","NF126A",1378,2.827,0.000219722271049394,"Sep",1,22,342
"1044","Heliconia griggsiana",9,"2014","1300_1500","Wedge-billed Hummingbird","341",1,6,81,0,"2014-09-30","NF126",NA,3.709,0.000219722271049394,"Sep",17,22,341
"1045","Heliconia griggsiana",9,"2014","1300_1500","Andean Emerald","341",1,1,81,4,"2014-09-30","NF126",1378,2.827,0.000219722271049394,"Sep",1,22,341
"1046","Heliconia griggsiana",9,"2014","1300_1500","Wedge-billed Hummingbird","343",2,6,81,0,"2014-09-23","NF129",NA,3.709,0.000219722271049394,"Sep",17,22,343
"1047","Heliconia griggsiana",9,"2014","1300_1500","White-whiskered Hermit","343",2,3,81,0,"2014-09-23","NF129",NA,0.878,0.000219722271049394,"Sep",18,22,343
"1048","Heliconia griggsiana",9,"2014","1300_1500","Stripe-throated Hermit","343",2,4,81,1,"2014-09-23","NF129",1445,2.836,0.000219722271049394,"Sep",14,22,343
"1049","Heliconia griggsiana",9,"2014","1300_1500","Tawny-bellied Hermit","341",1,11,81,2,"2014-09-30","NF126",1378,1.035,0.000219722271049394,"Sep",15,22,341
"1050","Heliconia griggsiana",9,"2014","1300_1500","Stripe-throated Hermit","341",1,4,81,1,"2014-09-30","NF126",1378,2.836,0.000219722271049394,"Sep",14,22,341
"1051","Heliconia griggsiana",9,"2014","1300_1500","White-whiskered Hermit","342",1,3,81,2,"2014-09-21","NF126A",1378,0.878,0.000219722271049394,"Sep",18,22,342
"1052","Heliconia griggsiana",11,"2013","1300_1500","Tawny-bellied Hermit","296",1,11,81,10,"2013-11-30","NF011",1421,1.035,0,NA,15,22,296
"1053","Heliconia griggsiana",11,"2013","1300_1500","Purple-bibbed Whitetip","296",1,7,81,0,"2013-11-30","NF011",NA,3.168,0,NA,12,22,296
"1054","Heliconia griggsiana",11,"2013","1300_1500","White-whiskered Hermit","296",1,3,81,1,"2013-11-30","NF011",1421,0.878,0,NA,18,22,296
"1055","Heliconia griggsiana",11,"2013","1300_1500","Wedge-billed Hummingbird","296",1,6,81,0,"2013-11-30","NF011",NA,3.709,0,NA,17,22,296
"1056","Heliconia impudica",2,"2015","2300_2500","Hoary Puffleg","82",1,18,82,0,"2015-02-11","FH231",NA,0.021,0,NA,11,23,82
"1057","Heliconia impudica",2,"2015","2300_2500","Collared Inca","82",1,16,82,1,"2015-02-11","FH231",2330,1.47,0,NA,5,23,82
"1058","Heliconia impudica",2,"2015","2300_2500","Buff-tailed Coronet","82",1,17,82,0,"2015-02-11","FH231",NA,0.083,0,NA,4,23,82
"1059","Heliconia impudica",2,"2015","2300_2500","Speckled Hummingbird","82",1,20,82,0,"2015-02-11","FH231",NA,0.267,0,NA,13,23,82
"1060","Heliconia impudica",2,"2015","2300_2500","Gorgeted Sunangel","82",1,19,82,0,"2015-02-11","FH231",NA,0.206,0,NA,8,23,82
"1061","Heliconia impudica",3,"2015","2100_2300","Collared Inca","15",1,16,82,0,"2015-03-11","FH1115",NA,1.47,0,NA,5,23,15
"1062","Heliconia impudica",3,"2015","2100_2300","Violet-tailed Sylph","15",1,14,82,2,"2015-03-11","FH1115",2280,0.147,0,NA,16,23,15
"1063","Heliconia impudica",3,"2015","2100_2300","Hoary Puffleg","15",1,18,82,0,"2015-03-11","FH1115",NA,0.021,0,NA,11,23,15
"1064","Heliconia impudica",3,"2015","2100_2300","Buff-tailed Coronet","15",1,17,82,0,"2015-03-11","FH1115",NA,0.083,0,NA,4,23,15
"1065","Heliconia impudica",3,"2015","2100_2300","Tawny-bellied Hermit","15",1,11,82,3,"2015-03-11","FH1115",2280,2.292,0,NA,15,23,15
"1066","Heliconia impudica",3,"2015","2100_2300","Green-crowned Brilliant","15",1,10,82,1,"2015-03-11","FH1115",2280,0.406,0,NA,9,23,15
"1067","Heliconia impudica",6,"2014","1500_1700","Booted Racket-tail","331",1,8,82,0,"2014-06-22","NF086",NA,0.479,0.000439444542098787,"Jun",2,23,331
"1068","Heliconia impudica",6,"2014","1500_1700","Purple-bibbed Whitetip","331",1,7,82,0,"2014-06-22","NF086",NA,0.159,0.000439444542098787,"Jun",12,23,331
"1069","Heliconia impudica",6,"2014","1500_1700","Brown Inca","331",1,13,82,1,"2014-06-22","NF086",1598,1.585,0.000439444542098787,"Jun",3,23,331
"1070","Heliconia impudica",6,"2014","1500_1700","Wedge-billed Hummingbird","331",1,6,82,0,"2014-06-22","NF086",NA,0.381,0.000439444542098787,"Jun",17,23,331
"1071","Heliconia impudica",7,"2013","1700_1900","Purple-bibbed Whitetip","267",3,7,82,0,"2013-07-26","FL073",NA,0.159,0.000878889084197574,"Jul",12,23,267
"1072","Heliconia impudica",7,"2013","1700_1900","Booted Racket-tail","267",1,8,82,0,"2013-07-24","FL073",NA,0.479,0.000878889084197574,"Jul",2,23,267
"1073","Heliconia impudica",7,"2013","1700_1900","Green-crowned Brilliant","267",2,10,82,0,"2013-07-25","FL073",NA,0.406,0.000878889084197574,"Jul",9,23,267
"1074","Heliconia impudica",7,"2013","1700_1900","Purple-bibbed Whitetip","267",2,7,82,0,"2013-07-25","FL073",NA,0.159,0.000878889084197574,"Jul",12,23,267
"1075","Heliconia impudica",7,"2013","1700_1900","Wedge-billed Hummingbird","267",2,6,82,0,"2013-07-25","FL073",NA,0.381,0.000878889084197574,"Jul",17,23,267
"1076","Heliconia impudica",7,"2013","1700_1900","Brown Inca","267",1,13,82,0,"2013-07-24","FL073",NA,1.585,0.000878889084197574,"Jul",3,23,267
"1077","Heliconia impudica",7,"2013","1700_1900","Violet-tailed Sylph","267",2,14,82,1,"2013-07-25","FL073",1890,0.147,0.000878889084197574,"Jul",16,23,267
"1078","Heliconia impudica",7,"2013","1700_1900","Wedge-billed Hummingbird","267",3,6,82,0,"2013-07-26","FL073",NA,0.381,0.000878889084197574,"Jul",17,23,267
"1079","Heliconia impudica",7,"2013","1700_1900","Wedge-billed Hummingbird","267",1,6,82,0,"2013-07-24","FL073",NA,0.381,0.000878889084197574,"Jul",17,23,267
"1080","Heliconia impudica",7,"2013","1700_1900","Booted Racket-tail","267",2,8,82,0,"2013-07-25","FL073",NA,0.479,0.000878889084197574,"Jul",2,23,267
"1081","Heliconia impudica",7,"2013","1700_1900","Tawny-bellied Hermit","267",2,11,82,0,"2013-07-25","FL073",NA,2.292,0.000878889084197574,"Jul",15,23,267
"1082","Heliconia impudica",7,"2013","1700_1900","Tawny-bellied Hermit","267",1,11,82,0,"2013-07-24","FL073",NA,2.292,0.000878889084197574,"Jul",15,23,267
"1083","Heliconia impudica",7,"2013","1700_1900","Green-crowned Brilliant","267",1,10,82,0,"2013-07-24","FL073",NA,0.406,0.000878889084197574,"Jul",9,23,267
"1084","Heliconia impudica",7,"2013","1700_1900","Brown Inca","267",3,13,82,2,"2013-07-26","FL073",1890,1.585,0.000878889084197574,"Jul",3,23,267
"1085","Heliconia impudica",7,"2013","1700_1900","Purple-bibbed Whitetip","267",1,7,82,0,"2013-07-24","FL073",NA,0.159,0.000878889084197574,"Jul",12,23,267
"1086","Heliconia impudica",7,"2013","1700_1900","Violet-tailed Sylph","267",1,14,82,1,"2013-07-24","FL073",1890,0.147,0.000878889084197574,"Jul",16,23,267
"1087","Heliconia impudica",7,"2013","1700_1900","Green-crowned Brilliant","267",3,10,82,0,"2013-07-26","FL073",NA,0.406,0.000878889084197574,"Jul",9,23,267
"1088","Heliconia impudica",7,"2013","1700_1900","Booted Racket-tail","267",3,8,82,0,"2013-07-26","FL073",NA,0.479,0.000878889084197574,"Jul",2,23,267
"1089","Heliconia impudica",7,"2013","1700_1900","Tawny-bellied Hermit","267",3,11,82,1,"2013-07-26","FL073",1890,2.292,0.000878889084197574,"Jul",15,23,267
"1090","Heliconia impudica",7,"2013","1700_1900","Brown Inca","267",2,13,82,0,"2013-07-25","FL073",NA,1.585,0.000878889084197574,"Jul",3,23,267
"1091","Heliconia impudica",7,"2013","1700_1900","Violet-tailed Sylph","267",3,14,82,1,"2013-07-26","FL073",1890,0.147,0.000878889084197574,"Jul",16,23,267
"1092","Heliconia impudica",10,"2015","1700_1900","Tawny-bellied Hermit","47",1,11,82,0,"2015-10-07","FH1229",NA,2.292,0.000219722271049394,"Oct",15,23,47
"1093","Heliconia impudica",10,"2015","1700_1900","Purple-bibbed Whitetip","47",1,7,82,0,"2015-10-07","FH1229",NA,0.159,0.000219722271049394,"Oct",12,23,47
"1094","Heliconia impudica",10,"2015","1700_1900","Booted Racket-tail","47",1,8,82,0,"2015-10-07","FH1229",NA,0.479,0.000219722271049394,"Oct",2,23,47
"1095","Heliconia impudica",10,"2015","1700_1900","Violet-tailed Sylph","47",1,14,82,1,"2015-10-07","FH1229",1770,0.147,0.000219722271049394,"Oct",16,23,47
"1096","Heliconia impudica",10,"2015","1700_1900","Brown Inca","47",1,13,82,10,"2015-10-07","FH1229",1770,1.585,0.000219722271049394,"Oct",3,23,47
"1097","Heliconia impudica",10,"2015","1700_1900","Wedge-billed Hummingbird","47",1,6,82,0,"2015-10-07","FH1229",NA,0.381,0.000219722271049394,"Oct",17,23,47
"1098","Heliconia impudica",10,"2015","1700_1900","Green-crowned Brilliant","47",1,10,82,0,"2015-10-07","FH1229",NA,0.406,0.000219722271049394,"Oct",9,23,47
"1099","Heliconia virginalis",6,"2013","1300_1500","Wedge-billed Hummingbird","238",1,6,83,0,"2013-06-01","FL001",NA,0.562,0.0142819476182106,"Jun",17,24,238
"1100","Heliconia virginalis",6,"2013","1300_1500","Crowned Woodnymph","238",2,2,83,1,"2013-06-02","FL001",1340,0.117,0.0142819476182106,"Jun",6,24,238
"1101","Heliconia virginalis",6,"2013","1300_1500","White-whiskered Hermit","238",2,3,83,1,"2013-06-02","FL001",1340,2.268,0.0142819476182106,"Jun",18,24,238
"1102","Heliconia virginalis",6,"2013","1300_1500","Wedge-billed Hummingbird","238",2,6,83,0,"2013-06-02","FL001",NA,0.562,0.0142819476182106,"Jun",17,24,238
"1103","Heliconia virginalis",6,"2013","1300_1500","Stripe-throated Hermit","238",1,4,83,4,"2013-06-01","FL001",1340,0.31,0.0142819476182106,"Jun",14,24,238
"1104","Heliconia virginalis",6,"2013","1300_1500","White-whiskered Hermit","238",1,3,83,9,"2013-06-01","FL001",1340,2.268,0.0142819476182106,"Jun",18,24,238
"1105","Heliconia virginalis",6,"2013","1300_1500","Crowned Woodnymph","238",1,2,83,4,"2013-06-01","FL001",1340,0.117,0.0142819476182106,"Jun",6,24,238
"1106","Heliconia virginalis",6,"2013","1300_1500","Stripe-throated Hermit","238",2,4,83,1,"2013-06-02","FL001",1340,0.31,0.0142819476182106,"Jun",14,24,238
"1107","Heliconia virginalis",6,"2013","1500_1700","Booted Racket-tail","241",1,8,83,0,"2013-06-04","FL012",NA,0.66,0,NA,2,24,241
"1108","Heliconia virginalis",6,"2013","1500_1700","Booted Racket-tail","241",2,8,83,0,"2013-06-06","FL012",NA,0.66,0,NA,2,24,241
"1109","Heliconia virginalis",6,"2013","1500_1700","Purple-bibbed Whitetip","241",1,7,83,0,"2013-06-04","FL012",NA,0.022,0,NA,12,24,241
"1110","Heliconia virginalis",6,"2013","1500_1700","Tawny-bellied Hermit","241",2,11,83,1,"2013-06-06","FL012",1560,2.111,0,NA,15,24,241
"1111","Heliconia virginalis",6,"2013","1500_1700","Tawny-bellied Hermit","241",1,11,83,0,"2013-06-04","FL012",NA,2.111,0,NA,15,24,241
"1112","Heliconia virginalis",6,"2013","1500_1700","White-whiskered Hermit","241",1,3,83,1,"2013-06-04","FL012",1560,2.268,0,NA,18,24,241
"1113","Heliconia virginalis",6,"2013","1500_1700","Purple-bibbed Whitetip","241",2,7,83,0,"2013-06-06","FL012",NA,0.022,0,NA,12,24,241
"1114","Heliconia virginalis",6,"2013","1500_1700","Wedge-billed Hummingbird","241",1,6,83,0,"2013-06-04","FL012",NA,0.562,0,NA,17,24,241
"1115","Heliconia virginalis",6,"2013","1500_1700","Wedge-billed Hummingbird","241",2,6,83,0,"2013-06-06","FL012",NA,0.562,0,NA,17,24,241
"1116","Heliconia virginalis",6,"2013","1500_1700","White-whiskered Hermit","241",2,3,83,1,"2013-06-06","FL012",1560,2.268,0,NA,18,24,241
"1117","Heliconia virginalis",9,"2014","1500_1700","Booted Racket-tail","344",1,8,83,0,"2014-09-28","NF131",NA,0.66,0,NA,2,24,344
"1118","Heliconia virginalis",9,"2014","1500_1700","Crowned Woodnymph","344",1,2,83,1,"2014-09-28","NF131",1542,0.117,0,NA,6,24,344
"1119","Heliconia virginalis",9,"2014","1500_1700","Wedge-billed Hummingbird","344",1,6,83,0,"2014-09-28","NF131",NA,0.562,0,NA,17,24,344
"1120","Heliconia virginalis",9,"2014","1500_1700","Purple-bibbed Whitetip","344",1,7,83,0,"2014-09-28","NF131",NA,0.022,0,NA,12,24,344
"1121","Heliconia virginalis",9,"2014","1500_1700","White-whiskered Hermit","344",1,3,83,1,"2014-09-28","NF131",1542,2.268,0,NA,18,24,344
"1122","Kohleria affinis",1,"2014","2300_2500","Violet-tailed Sylph","92",1,14,38,2,"2014-01-08","FH308",2310,2.276,0,NA,16,25,92
"1123","Kohleria affinis",1,"2014","2300_2500","Hoary Puffleg","92",1,18,38,0,"2014-01-08","FH308",NA,2.15,0,NA,11,25,92
"1124","Kohleria affinis",1,"2014","2300_2500","Collared Inca","92",1,16,38,0,"2014-01-08","FH308",NA,0.659,0,NA,5,25,92
"1125","Kohleria affinis",1,"2014","2300_2500","Buff-tailed Coronet","92",1,17,38,0,"2014-01-08","FH308",NA,2.212,0,NA,4,25,92
"1126","Kohleria affinis",1,"2014","2300_2500","Gorgeted Sunangel","92",1,19,38,0,"2014-01-08","FH308",NA,2.335,0,NA,8,25,92
"1127","Kohleria affinis",3,"2014","1700_1900","Booted Racket-tail","131",1,8,38,0,"2014-03-11","FH512",NA,2.608,0,NA,2,25,131
"1128","Kohleria affinis",3,"2014","1700_1900","Brown Inca","131",1,13,38,1,"2014-03-11","FH512",1750,0.544,0,NA,3,25,131
"1129","Kohleria affinis",3,"2014","1700_1900","Green-crowned Brilliant","131",1,10,38,0,"2014-03-11","FH512",NA,1.723,0,NA,9,25,131
"1130","Kohleria affinis",3,"2014","1700_1900","Tawny-bellied Hermit","131",1,11,38,0,"2014-03-11","FH512",NA,0.163,0,NA,15,25,131
"1131","Kohleria affinis",3,"2014","1700_1900","Violet-tailed Sylph","131",1,14,38,4,"2014-03-11","FH512",1750,2.276,0,NA,16,25,131
"1132","Kohleria affinis",3,"2014","1700_1900","Purple-bibbed Whitetip","131",1,7,38,0,"2014-03-11","FH512",NA,1.97,0,NA,12,25,131
"1133","Kohleria affinis",3,"2014","1700_1900","Wedge-billed Hummingbird","131",1,6,38,0,"2014-03-11","FH512",NA,2.51,0,NA,17,25,131
"1134","Kohleria affinis",3,"2015","1900_2100","Booted Racket-tail","219",1,8,38,0,"2015-03-25","FH835",NA,2.608,0,NA,2,25,219
"1135","Kohleria affinis",3,"2015","1900_2100","Tawny-bellied Hermit","219",1,11,38,0,"2015-03-25","FH835",NA,0.163,0,NA,15,25,219
"1136","Kohleria affinis",3,"2015","1900_2100","Brown Inca","219",1,13,38,0,"2015-03-25","FH835",NA,0.544,0,NA,3,25,219
"1137","Kohleria affinis",3,"2015","1900_2100","Purple-bibbed Whitetip","219",1,7,38,0,"2015-03-25","FH835",NA,1.97,0,NA,12,25,219
"1138","Kohleria affinis",3,"2015","1900_2100","Green-crowned Brilliant","219",1,10,38,0,"2015-03-25","FH835",NA,1.723,0,NA,9,25,219
"1139","Kohleria affinis",3,"2015","1900_2100","Fawn-breasted Brilliant","219",1,12,38,1,"2015-03-25","FH835",1950,1.832,0,NA,7,25,219
"1140","Kohleria affinis",3,"2015","1900_2100","Collared Inca","219",1,16,38,3,"2015-03-25","FH835",1950,0.659,0,NA,5,25,219
"1141","Kohleria affinis",3,"2015","2100_2300","Green-fronted Lancebill","39",1,15,38,0,"2015-03-11","FH1215",NA,0.641,0,NA,10,25,39
"1142","Kohleria affinis",3,"2015","2100_2300","Violet-tailed Sylph","39",1,14,38,0,"2015-03-11","FH1215",NA,2.276,0,NA,16,25,39
"1143","Kohleria affinis",3,"2015","2100_2300","Tawny-bellied Hermit","39",1,11,38,0,"2015-03-11","FH1215",NA,0.163,0,NA,15,25,39
"1144","Kohleria affinis",3,"2015","2100_2300","Collared Inca","39",1,16,38,2,"2015-03-11","FH1215",2130,0.659,0,NA,5,25,39
"1145","Kohleria affinis",4,"2015","1900_2100","Booted Racket-tail","117",1,8,38,0,"2015-04-28","FH436",NA,2.608,0,NA,2,25,117
"1146","Kohleria affinis",4,"2015","1900_2100","Fawn-breasted Brilliant","117",1,12,38,0,"2015-04-28","FH436",NA,1.832,0,NA,7,25,117
